key,ratio,scaled
530330001001,0.9947619047619047,0.8964218455743875
530330001002,0.9888571428571429,0.7796610169491531
530330001003,0.9878095238095238,0.7589453860640302
530330001004,0.9909523809523809,0.8210922787193968
530330001005,0.9868571428571429,0.740112994350283
530330002001,0.9932380952380953,0.8662900188323921
530330002002,0.9883809523809524,0.7702448210922784
530330002003,0.9923809523809524,0.8493408662900186
530330002004,0.99,0.8022598870056497
530330002005,0.9966666666666667,0.934086629001884
530330002006,0.9884761904761905,0.7721280602636542
530330003001,0.9902857142857143,0.8079096045197749
530330003002,0.9888571428571429,0.7796610169491531
530330004011,0.9922857142857143,0.8474576271186449
530330004012,0.9922857142857143,0.8474576271186449
530330004013,0.9920952380952381,0.8436911487758956
530330004021,0.9927619047619047,0.8568738229755174
530330004022,0.9877142857142858,0.7570621468926565
530330004023,0.9945714285714286,0.8926553672316381
530330004024,0.9932380952380953,0.8662900188323921
530330005001,0.9947619047619047,0.8964218455743875
530330005002,0.9921904761904762,0.8455743879472691
530330005003,0.9930476190476191,0.8625235404896426
530330006001,0.9846666666666667,0.6967984934086635
530330006002,0.9968571428571429,0.9378531073446333
530330006003,0.9994285714285714,0.9887005649717517
530330006004,0.9972380952380953,0.9453860640301323
530330006005,0.9941904761904762,0.8851224105461393
530330006006,0.9966666666666667,0.934086629001884
530330007001,0.9868571428571429,0.740112994350283
530330007002,0.9970476190476191,0.9416195856873828
530330007003,0.9952380952380953,0.9058380414312621
530330007004,0.9934285714285714,0.8700564971751416
530330008001,0.9926666666666667,0.8549905838041438
530330008002,0.9928571428571429,0.8587570621468933
530330009001,0.9933333333333333,0.8681732580037657
530330009002,0.9932380952380953,0.8662900188323921
530330010001,0.9869523809523809,0.7419962335216567
530330010002,0.9883809523809524,0.7702448210922784
530330011001,0.9938095238095238,0.8775894538606404
530330011002,0.9930476190476191,0.8625235404896426
530330012001,0.9956190476190476,0.913370998116761
530330012002,0.9983809523809524,0.9679849340866288
530330012003,0.9979047619047619,0.9585687382297541
530330012004,0.9883809523809524,0.7702448210922784
530330012005,0.9892380952380952,0.7871939736346519
530330013001,0.9928571428571429,0.8587570621468933
530330013002,0.9996190476190476,0.9924670433145012
530330013003,0.9980952380952381,0.9623352165725058
530330014001,0.9947619047619047,0.8964218455743875
530330014002,0.9942857142857143,0.887005649717515
530330014003,0.9954285714285714,0.9096045197740116
530330014004,0.9941904761904762,0.8851224105461393
530330015001,0.9934285714285714,0.8700564971751416
530330015002,0.9948571428571429,0.8983050847457633
530330016001,0.9928571428571429,0.8587570621468933
530330016002,0.9933333333333333,0.8681732580037657
530330016003,0.9952380952380953,0.9058380414312621
530330017011,0.9894285714285714,0.7909604519774014
530330017012,0.9964761904761905,0.9303201506591345
530330017013,0.9982857142857143,0.9661016949152552
530330017021,0.9938095238095238,0.8775894538606404
530330017022,0.9954285714285714,0.9096045197740116
530330017023,0.9964761904761905,0.9303201506591345
530330017024,0.9946666666666667,0.8945386064030139
530330018001,0.9844761904761905,0.6930320150659142
530330018002,0.9982857142857143,0.9661016949152552
530330018003,0.9983809523809524,0.9679849340866288
530330019001,0.9977142857142857,0.9548022598870047
530330019002,0.9964761904761905,0.9303201506591345
530330019003,0.9994285714285714,0.9887005649717517
530330020001,0.9854285714285714,0.7118644067796612
530330020002,0.9951428571428571,0.9039548022598863
530330020003,0.9882857142857143,0.7683615819209049
530330021001,0.9892380952380952,0.7871939736346519
530330021002,0.9940952380952381,0.8832391713747656
530330021003,0.9884761904761905,0.7721280602636542
530330022001,0.9897142857142858,0.7966101694915266
530330022002,0.9893333333333333,0.7890772128060256
530330022003,0.9907619047619047,0.8173258003766474
530330022004,0.9898095238095238,0.7984934086629002
530330024001,0.9934285714285714,0.8700564971751416
530330024002,0.9844761904761905,0.6930320150659142
530330024003,0.9810476190476191,0.6252354048964223
530330025001,0.9831428571428571,0.666666666666666
530330025002,0.9860952380952381,0.7250470809792853
530330026001,0.9742857142857143,0.49152542372881436
530330026002,0.9651428571428572,0.3107344632768375
530330026003,0.9768571428571429,0.5423728813559326
530330026004,0.9591428571428572,0.1920903954802273
530330027001,0.978,0.5649717514124293
530330027002,0.9735238095238096,0.47645951035781664
530330027003,0.9842857142857143,0.6892655367231647
530330027004,0.9955238095238095,0.9114877589453853
530330028001,0.993904761904762,0.8794726930320161
530330028002,0.9927619047619047,0.8568738229755174
530330028003,0.9909523809523809,0.8210922787193968
530330028004,0.9968571428571429,0.9378531073446333
530330029001,0.9928571428571429,0.8587570621468933
530330029002,0.9921904761904762,0.8455743879472691
530330029003,0.9910476190476191,0.8229755178907726
530330030001,0.988,0.7627118644067796
530330030002,0.9918095238095238,0.8380414312617703
530330030003,0.9929523809523809,0.8606403013182669
530330030004,0.9948571428571429,0.8983050847457633
530330031001,0.9978095238095238,0.9566854990583805
530330031002,0.9996190476190476,0.9924670433145012
530330031003,0.9971428571428571,0.9435028248587565
530330031004,1.0,1.0
530330031005,0.9999047619047619,0.9981167608286242
530330032001,0.9989523809523809,0.979284369114877
530330032002,0.9966666666666667,0.934086629001884
530330032003,0.9994285714285714,0.9887005649717517
530330032004,1.0,1.0
530330032005,0.9997142857142857,0.9943502824858748
530330032006,0.9994285714285714,0.9887005649717517
530330032007,0.9995238095238095,0.9905838041431253
530330033001,0.9934285714285714,0.8700564971751416
530330033002,0.9946666666666667,0.8945386064030139
530330033003,0.9953333333333333,0.9077212806026358
530330033004,0.9962857142857143,0.9265536723163851
530330033005,0.9948571428571429,0.8983050847457633
530330034001,0.9923809523809524,0.8493408662900186
530330034002,0.9931428571428571,0.8644067796610163
530330034003,0.9940952380952381,0.8832391713747656
530330035001,0.9881904761904762,0.766478342749529
530330035002,0.9833333333333333,0.6704331450094153
530330035003,0.992,0.8418079096045197
530330036001,0.9717142857142858,0.440677966101696
530330036002,0.9757142857142858,0.5197740112994361
530330036003,0.9722857142857143,0.4519774011299443
530330036004,0.974,0.4858757062146891
530330038001,0.9841904761904762,0.6873822975517889
530330038002,0.9851428571428571,0.706214689265536
530330039001,0.9878095238095238,0.7589453860640302
530330039002,0.9929523809523809,0.8606403013182669
530330040001,0.9801904761904762,0.6082862523540488
530330040002,0.9927619047619047,0.8568738229755174
530330041001,0.9732380952380952,0.4708097928436914
530330041002,0.9711428571428572,0.4293785310734477
530330041003,0.984,0.6836158192090395
530330041004,0.9900952380952381,0.8041431261770254
530330041005,0.9940952380952381,0.8832391713747656
530330041006,0.9695238095238096,0.3973634651600765
530330042001,0.9917142857142857,0.8361581920903944
530330042002,0.9941904761904762,0.8851224105461393
530330042003,0.9965714285714286,0.9322033898305081
530330042004,0.998,0.96045197740113
530330042005,0.9924761904761905,0.8512241054613944
530330043011,0.9941904761904762,0.8851224105461393
530330043012,0.9893333333333333,0.7890772128060256
530330043013,0.9912380952380953,0.8267419962335221
530330043021,0.9813333333333333,0.6308851224105453
530330043022,0.9938095238095238,0.8775894538606404
530330044001,0.9892380952380952,0.7871939736346519
530330044002,0.9905714285714285,0.8135593220338979
530330044003,0.9913333333333333,0.8286252354048956
530330044004,0.9742857142857143,0.49152542372881436
530330045001,0.9618095238095238,0.24482109227871926
530330045002,0.9534285714285714,0.07909604519774013
530330046001,0.9830476190476191,0.6647834274952923
530330046002,0.974,0.4858757062146891
530330046003,0.9561904761904761,0.1337099811676079
530330047001,0.9962857142857143,0.9265536723163851
530330047002,0.9970476190476191,0.9416195856873828
530330047003,0.998,0.96045197740113
530330047004,0.9943809523809524,0.8888888888888886
530330048001,0.9900952380952381,0.8041431261770254
530330048002,0.9941904761904762,0.8851224105461393
530330048003,0.9985714285714286,0.9717514124293782
530330048004,0.9953333333333333,0.9077212806026358
530330049001,0.9831428571428571,0.666666666666666
530330049002,0.9875238095238095,0.7532956685499049
530330049003,0.9938095238095238,0.8775894538606404
530330049004,0.9923809523809524,0.8493408662900186
530330049005,0.9904761904761905,0.8116760828625244
530330050001,0.9876190476190476,0.7551789077212807
530330050002,0.9874285714285714,0.7514124293785313
530330050003,0.9848571428571429,0.700564971751413
530330051001,0.9598095238095238,0.2052730696798492
530330051002,0.9666666666666667,0.3408662900188329
530330051003,0.9761904761904762,0.5291902071563086
530330052001,0.9663809523809523,0.33521657250470765
530330052002,0.9708571428571429,0.42372881355932246
530330052003,0.9574285714285714,0.15819209039548027
530330052004,0.9597142857142857,0.2033898305084756
530330052005,0.9627619047619047,0.2636534839924664
530330053011,0.9815238095238096,0.634651600753297
530330053012,0.9722857142857143,0.4519774011299443
530330053013,0.9727619047619047,0.46139359698681676
530330053014,0.9778095238095238,0.5612052730696798
530330053021,0.9885714285714285,0.7740112994350279
530330053022,0.9855238095238095,0.7137476459510349
530330053023,0.9645714285714285,0.29943502824858703
530330054001,0.9856190476190476,0.7156308851224107
530330054002,0.9863809523809524,0.7306967984934084
530330054003,0.9923809523809524,0.8493408662900186
530330054004,0.9824761904761905,0.653483992467044
530330056001,0.9858095238095238,0.7193973634651601
530330056002,0.9847619047619047,0.6986817325800372
530330056003,0.9761904761904762,0.5291902071563086
530330056004,0.9787619047619047,0.580037664783427
530330056005,0.995904761904762,0.9190207156308863
530330057001,0.9828571428571429,0.6610169491525429
530330057002,0.9863809523809524,0.7306967984934084
530330057003,0.9869523809523809,0.7419962335216567
530330057004,0.9789523809523809,0.5838041431261763
530330057005,0.9756190476190476,0.5178907721280603
530330057006,0.9801904761904762,0.6082862523540488
530330058011,0.9869523809523809,0.7419962335216567
530330058012,0.9880952380952381,0.7645951035781554
530330058013,0.9890476190476191,0.7834274952919025
530330058014,0.9996190476190476,0.9924670433145012
530330058021,0.9849523809523809,0.7024482109227865
530330058022,0.9967619047619047,0.9359698681732576
530330058023,0.9982857142857143,0.9661016949152552
530330059001,0.994,0.8813559322033898
530330059002,0.9934285714285714,0.8700564971751416
530330059003,0.9948571428571429,0.8983050847457633
530330059004,0.9995238095238095,0.9905838041431253
530330059005,0.991904761904762,0.8399246704331461
530330060001,0.99,0.8022598870056497
530330060002,0.9779047619047619,0.5630885122410556
530330060003,0.9887619047619047,0.7777777777777772
530330060004,0.9895238095238095,0.792843691148775
530330061001,0.9524761904761905,0.060263653483993006
530330061002,0.9562857142857143,0.13559322033898372
530330061003,0.9495238095238095,0.0018832391713758106
530330061004,0.9693333333333334,0.3935969868173271
530330062001,0.9579047619047619,0.16760828625235494
530330062002,0.9628571428571429,0.2655367231638422
530330062003,0.9746666666666667,0.4990583804143132
530330063001,0.9846666666666667,0.6967984934086635
530330063002,0.995904761904762,0.9190207156308863
530330063003,0.9829523809523809,0.6629001883239165
530330063004,0.9938095238095238,0.8775894538606404
530330064001,0.9867619047619047,0.7382297551789072
530330064002,0.9892380952380952,0.7871939736346519
530330064003,0.9923809523809524,0.8493408662900186
530330065001,0.9908571428571429,0.8192090395480232
530330065002,0.9779047619047619,0.5630885122410556
530330065003,0.9795238095238096,0.5951035781544268
530330066001,0.9681904761904762,0.37099811676082833
530330066002,0.9806666666666667,0.6177024482109233
530330067001,0.9685714285714285,0.3785310734463272
530330067002,0.9719047619047619,0.4444444444444454
530330067003,0.9765714285714285,0.5367231638418074
530330067004,0.9763809523809523,0.5329566854990581
530330068001,0.9907619047619047,0.8173258003766474
530330068002,0.9938095238095238,0.8775894538606404
530330069001,0.9970476190476191,0.9416195856873828
530330069002,0.9989523809523809,0.979284369114877
530330069003,0.9957142857142857,0.9152542372881346
530330069004,0.9961904761904762,0.9246704331450093
530330070001,0.9855238095238095,0.7137476459510349
530330070002,0.9918095238095238,0.8380414312617703
530330070003,0.9869523809523809,0.7419962335216567
530330070004,0.9926666666666667,0.8549905838041438
530330070005,0.9930476190476191,0.8625235404896426
530330070006,0.9929523809523809,0.8606403013182669
530330071001,0.9816190476190476,0.6365348399246705
530330071002,0.9764761904761905,0.5348399246704338
530330072001,0.9806666666666667,0.6177024482109233
530330072002,0.9783809523809524,0.5725047080979281
530330072003,0.9788571428571429,0.5819209039548028
530330073001,0.9775238095238096,0.5555555555555568
530330073002,0.988,0.7627118644067796
530330073003,0.9780952380952381,0.5668549905838051
530330074011,0.9773333333333334,0.5517890772128073
530330074012,0.9768571428571429,0.5423728813559326
530330074013,0.9827619047619047,0.659133709981167
530330074014,0.9822857142857143,0.6497175141242946
530330074021,0.9821904761904762,0.6478342749529188
530330074022,0.9793333333333333,0.5913370998116753
530330074023,0.9821904761904762,0.6478342749529188
530330075001,0.9820952380952381,0.6459510357815452
530330075002,0.9841904761904762,0.6873822975517889
530330075003,0.9794285714285714,0.593220338983051
530330075004,0.9793333333333333,0.5913370998116753
530330075005,0.9774285714285714,0.553672316384181
530330076001,0.9896190476190476,0.7947269303201508
530330076002,0.9852380952380952,0.7080979284369118
530330076003,0.9847619047619047,0.6986817325800372
530330077001,0.9902857142857143,0.8079096045197749
530330077002,0.9930476190476191,0.8625235404896426
530330077003,0.9947619047619047,0.8964218455743875
530330077004,0.9950476190476191,0.9020715630885128
530330078001,0.9955238095238095,0.9114877589453853
530330078002,0.9910476190476191,0.8229755178907726
530330078003,0.99,0.8022598870056497
530330078004,0.9929523809523809,0.8606403013182669
530330079001,0.9886666666666667,0.7758945386064037
530330079002,0.9878095238095238,0.7589453860640302
530330079003,0.9833333333333333,0.6704331450094153
530330079004,0.979904761904762,0.6026365348399257
530330079005,0.9851428571428571,0.706214689265536
530330080011,0.9677142857142857,0.36158192090395586
530330080012,0.9720952380952381,0.4482109227871948
530330080013,0.9767619047619047,0.5404896421845569
530330080014,0.9775238095238096,0.5555555555555568
530330080015,0.9738095238095238,0.48210922787193966
530330080021,0.9774285714285714,0.553672316384181
530330080022,0.9494285714285714,0.0
530330081001,0.9897142857142858,0.7966101694915266
530330081002,0.9932380952380953,0.8662900188323921
530330081003,0.9723809523809523,0.4538606403013179
530330082001,0.9934285714285714,0.8700564971751416
530330082002,0.9951428571428571,0.9039548022598863
530330082003,0.9937142857142857,0.8757062146892646
530330083001,0.994,0.8813559322033898
530330083002,0.983904761904762,0.6817325800376658
530330084001,0.9780952380952381,0.5668549905838051
530330084002,0.9917142857142857,0.8361581920903944
530330084003,0.9787619047619047,0.580037664783427
530330085001,0.9903809523809524,0.8097928436911485
530330085002,0.9938095238095238,0.8775894538606404
530330085003,0.9855238095238095,0.7137476459510349
530330086001,0.9738095238095238,0.48210922787193966
530330086002,0.9870476190476191,0.7438794726930325
530330086003,0.9833333333333333,0.6704331450094153
530330087001,0.9767619047619047,0.5404896421845569
530330087002,0.9772380952380952,0.5499058380414316
530330087003,0.9802857142857143,0.6101694915254245
530330088001,0.992,0.8418079096045197
530330088002,0.9875238095238095,0.7532956685499049
530330088003,0.9801904761904762,0.6082862523540488
530330089001,0.9936190476190476,0.8738229755178909
530330089002,0.9882857142857143,0.7683615819209049
530330089003,0.9813333333333333,0.6308851224105453
530330089004,0.9862857142857143,0.7288135593220347
530330090001,0.9822857142857143,0.6497175141242946
530330090002,0.9716190476190476,0.4387947269303202
530330091001,0.981904761904762,0.6421845574387958
530330091002,0.9877142857142858,0.7570621468926565
530330092001,0.9814285714285714,0.6327683615819211
530330092002,0.9824761904761905,0.653483992467044
530330093001,0.9741071428571428,0.4879943502824858
530330093002,0.9765714285714285,0.5367231638418074
530330093003,0.9751984126984127,0.5095731324544882
530330094001,0.9885714285714285,0.7740112994350279
530330094002,0.9744761904761905,0.49529190207156376
530330094003,0.9837142857142858,0.6779661016949164
530330094004,0.9864761904761905,0.7325800376647842
530330094005,0.9850476190476191,0.7043314500941624
530330095001,0.9983809523809524,0.9679849340866288
530330095002,0.9843809523809524,0.6911487758945383
530330095003,0.9956190476190476,0.913370998116761
530330095004,0.9884761904761905,0.7721280602636542
530330096001,0.9908571428571429,0.8192090395480232
530330096002,0.99,0.8022598870056497
530330096003,0.9963809523809524,0.9284369114877588
530330096004,0.9964761904761905,0.9303201506591345
530330096005,0.9967619047619047,0.9359698681732576
530330097011,0.9973333333333333,0.9472693032015058
530330097012,0.9987619047619047,0.9755178907721276
530330097013,0.9986666666666667,0.973634651600754
530330097014,0.9980952380952381,0.9623352165725058
530330097021,0.998,0.96045197740113
530330097022,0.9960952380952381,0.9227871939736356
530330097023,0.9943809523809524,0.8888888888888886
530330097024,0.9989523809523809,0.979284369114877
530330097025,0.9973333333333333,0.9472693032015058
530330098001,0.9838095238095238,0.67984934086629
530330098002,0.9871428571428571,0.7457627118644061
530330098003,0.9841904761904762,0.6873822975517889
530330098004,0.9873333333333333,0.7495291902071555
530330098005,0.992,0.8418079096045197
530330099001,0.9814285714285714,0.6327683615819211
530330099002,0.9735238095238096,0.47645951035781664
530330099003,0.9857142857142858,0.7175141242937865
530330099004,0.9716269841269841,0.43895166352793485
530330100011,0.9720952380952381,0.4482109227871948
530330100012,0.9675238095238096,0.35781544256120645
530330100013,0.989904761904762,0.8003766478342761
530330100021,0.9708571428571429,0.42372881355932246
530330100022,0.9728571428571429,0.46327683615819254
530330100023,0.9748571428571429,0.5028248587570626
530330100024,0.968,0.3672316384180789
530330101001,0.9999047619047619,0.9981167608286242
530330101002,0.9997142857142857,0.9943502824858748
530330101003,0.9964761904761905,0.9303201506591345
530330101004,0.9981904761904762,0.9642184557438793
530330101005,1.0,1.0
530330102001,0.9997142857142857,0.9943502824858748
530330102002,0.994,0.8813559322033898
530330102003,0.9999047619047619,0.9981167608286242
530330102004,0.9997142857142857,0.9943502824858748
530330103001,1.0,1.0
530330103002,0.9999047619047619,0.9981167608286242
530330103003,0.9984761904761905,0.9698681732580046
530330103004,0.9969523809523809,0.939736346516007
530330103005,0.9998095238095238,0.9962335216572505
530330104011,0.9957142857142857,0.9152542372881346
530330104012,0.9910476190476191,0.8229755178907726
530330104013,0.9897142857142858,0.7966101694915266
530330104021,0.9805714285714285,0.6158192090395476
530330104022,0.9776190476190476,0.5574387947269304
530330104023,0.987904761904762,0.760828625235406
530330104024,0.9740952380952381,0.4877589453860649
530330105001,0.989904761904762,0.8003766478342761
530330105002,0.9896190476190476,0.7947269303201508
530330105003,0.9983809523809524,0.9679849340866288
530330105004,0.9874285714285714,0.7514124293785313
530330105005,0.9945714285714286,0.8926553672316381
530330106001,0.9939484126984127,0.8803358443188957
530330106002,0.9928571428571429,0.8587570621468933
530330106003,0.9946666666666667,0.8945386064030139
530330106004,0.987904761904762,0.760828625235406
530330106005,0.9979047619047619,0.9585687382297541
530330106006,0.9945714285714286,0.8926553672316381
530330107011,0.9842857142857143,0.6892655367231647
530330107012,0.9965277777777778,0.9313402385436287
530330107021,0.9916190476190476,0.8342749529190209
530330107022,0.9931547619047619,0.8646421845574394
530330107023,0.9941468253968254,0.8842592592592597
530330108001,0.9753333333333334,0.5122410546139373
530330108002,0.9892380952380952,0.7871939736346519
530330108003,0.9843809523809524,0.6911487758945383
530330109001,0.9852380952380952,0.7080979284369118
530330109002,0.9764880952380952,0.5350753295668547
530330110011,0.9932539682539683,0.8666038920276213
530330110012,0.9936190476190476,0.8738229755178909
530330110013,0.9876984126984127,0.7567482736974273
530330110021,0.9704761904761905,0.41619585687382366
530330110022,0.987904761904762,0.760828625235406
530330110023,0.9781904761904762,0.5687382297551786
530330111011,1.0,1.0
530330111012,0.9990476190476191,0.9811676082862528
530330111013,0.9996190476190476,0.9924670433145012
530330111014,0.9990476190476191,0.9811676082862528
530330111021,0.9995238095238095,0.9905838041431253
530330111022,0.9999047619047619,0.9981167608286242
530330111023,1.0,1.0
530330111024,0.9999047619047619,0.9981167608286242
530330112001,0.9913333333333333,0.8286252354048956
530330112002,0.9877142857142858,0.7570621468926565
530330112003,0.9886666666666667,0.7758945386064037
530330113001,0.9973333333333333,0.9472693032015058
530330113002,0.9951428571428571,0.9039548022598863
530330113003,0.9949523809523809,0.9001883239171369
530330113004,0.9945714285714286,0.8926553672316381
530330113005,0.9957142857142857,0.9152542372881346
530330114011,0.9923809523809524,0.8493408662900186
530330114012,0.9977142857142857,0.9548022598870047
530330114013,0.9942857142857143,0.887005649717515
530330114021,0.9976190476190476,0.9529190207156311
530330114022,0.9950396825396826,0.901914626490898
530330114023,0.9984126984126984,0.9686126804770874
530330115001,0.9988571428571429,0.9774011299435035
530330115002,0.9985119047619048,0.9705743879472695
530330115003,0.9979166666666667,0.9588041431261772
530330116001,0.9865079365079366,0.7332077840552428
530330116002,0.9940952380952381,0.8832391713747656
530330116003,0.9929563492063492,0.8607187696170753
530330116004,0.9952380952380953,0.9058380414312621
530330116005,0.9936507936507937,0.8744507219083495
530330116006,0.9862857142857143,0.7288135593220347
530330117001,0.9925714285714285,0.853107344632768
530330117002,0.9984126984126984,0.9686126804770874
530330117003,0.9898809523809524,0.7999058380414321
530330117004,0.9898095238095238,0.7984934086629002
530330118001,0.995904761904762,0.9190207156308863
530330118002,0.9968571428571429,0.9378531073446333
530330118003,0.9971428571428571,0.9435028248587565
530330118004,0.9940952380952381,0.8832391713747656
530330118005,0.9969523809523809,0.939736346516007
530330118006,0.9892380952380952,0.7871939736346519
530330119001,0.9944761904761905,0.8907721280602644
530330119002,0.9960952380952381,0.9227871939736356
530330119003,0.9914285714285714,0.8305084745762714
530330119004,0.9900952380952381,0.8041431261770254
530330119005,0.9923809523809524,0.8493408662900186
530330120001,0.9944444444444445,0.8901443816698058
530330120002,0.9982142857142857,0.9646892655367233
530330120003,0.9982142857142857,0.9646892655367233
530330121001,0.9866071428571429,0.7351694915254248
530330121002,0.9968571428571429,0.9378531073446333
530330260011,0.9988571428571429,0.9774011299435035
530330264004,0.9956190476190476,0.913370998116761
530330264005,0.9831428571428571,0.666666666666666
530330265001,0.9923809523809524,0.8493408662900186
